ka|1
shul pa|1241?
shul byi|1241?
shus ma|1241?
she|1241?
she gcod|1241?
she pa|1241?
she bam|1241?
she sbyor|1242
she mong|1242?
she rul|1242?
shed|1242?
shed mthun|1242?
shed bdag|1242?
shed bu|1242?
shed bu ser skya|1242?
shed bye ba|1242?
shen|1242?
sher phyin|1242?
sher ba|1242?
shel|1242?
shel dkar|1242?
shel grong|1242?
shel ta|1243
shes rgya|1243?
shes sgo|1243?
shes ldan|1243?
shes pa|1243?
shes pa bkra|1243?
shes pa rgyas byed|1243?
shes pa'i bu mo|1243?
shes bya|1244
shes sbyor|1244?
shes mdzod|1244?
shes bzhin|1244?
shes yong|1244?
shes rab|1244?
shes rab kyi pha rol tu phyin pa|1244?
shes rab kyi pha rol tu phyin pa'i man ngag gi bstan bcos mngon par rtogs pa'i rgyan|1244?
shes rab kyi lha|1244?
shes rab brgya pa|1244?
shes rab can|1244?
shes rab 'chal|1244?
shes rab sdong bu|1244?
shes rab ma|1244?
shes rab lha mo|1244?
sho|1245
sho skyam|1245?
sho gam|1245?
sho bsgrigs|1245?
sho mdo|1245?
sho be|1245?
sho mang|1245?
sho tsha|1245?
sho zo|1245?
sho ra|1245?
sho re|1245?
sho lo ka|1245?
sho sa|1245?
shog|1245?
shog pa|1246
shog bu|1246?
shog shing|1246?
shong|1246?
shong ba|1246?
shong bu|1246?
shong shong|1246?
shod|1246?
shon|1246?
shob|1246?
shom pa|1246?
shor|1247
shor ba|1247?
shol|1247?
shol po|1247?
shol ba|1247?
shos|1247?
shos bu|1247?
shwa|1247?
shwa na mo|1247?
shwa ba|1247?
shwa bo sgang|1247?
shwa sa na|1247?
shra ba Na|1247?
shrI|1247?
gshag pa|1247?
gshags|1247?
gshang|1248
gshang ba|1248?
gshang gshong|1248?
gshad pa|1248?
gsham|1248?
gsham ma|1248?
gsha'|1248?
gsha' dkar|1248?
gsha' ma|1248?
gshar|1248?
gshar ba|1248?
gshas ma|1248?
gshig|1248?
gshin rje|1248?
gshin rje pho rog|1248?
gshin rje phyogs|1249
gshin rje ma hA kA la|1249?
gshin rje zas 'phrog|1249?
gshin rje gshed nag po|1249?
gshin rje gshed dmar po|1249?
gshin rje'i grong|1249?
gshin rje'i chung ma|1249?
gshin rje'i 'jig rten|1249?
gshin rje'i gdon|1249?
gshin rje'i bdag po|1249?
gshin rje'i ba dan|1249?
gshin rje'i bu|1249?
gshin rje'i gzhon|1249?
gshin rje'i sring mo|1249?
gshin 'dre|1249?
gshin pa|1249?
gshin pho|1249?
gshin 'bras|1249?
gshin rdzas|1249?
gshib pa|1249?
gshim pa|1249?
gshis|1249?
gshis lugs|1249?
gshung ba|1250
gshe ba|1250?
gsheg|1250?
gshegs pa|1250?
gshed|1250?
gshed ma|1250?
gshen|1250?
gshen rabs|1250?
gsher ba|1251
gsho ba|1251?
gsho mo|1251?
gshog thogs|1251?
gshog pa|1251?
gshong|1251?
gshong bu|1252?
gshod pa|1252?
gshob|1252?
gshom pa|1252?
gshor|1252?
gshor ba|1252?
gshol|1252?
gshol mda' 'dzin|1252?
gshol ldan|1252?
gshol po|1252?
gshos pa|1252?
bshags pa|1252?
bshang ba|1252?
bshang lam|1252?
bshang seng|1252?
bshangs pa|1252?
bshad pa|1252?
bshan pa|1252?
bsham ma|1252?
bsha'|1252?
bsha' ma|1252?
bshal ba|1253?
bshig pa|1253?
bshib pa|1253?
bshu ba|1253?
bshung ba|1253?
bshud pa|1253?
bshum pa|1253?
bshur ba|1253?
bshul|1253?
bshus|1253?
bshe'u|1253?
bsher|1253?
bshes pa|1253?
bsho ba|1254
bshog pa|1254?
bshong sa|1254?
bshod pa|1254?
bshor po|1254?
bshor ba|1254?
bshol|1254?
bshol ba|1254?
bshol ma|1254?
bshos|1254?
bshos bu|1254?
sa|1255
sa ka she|1255?
sa kun dbang|1255?
sa kra|1255?
sa dkar|1255?
sa rko ba|1255?
sa skam|1255?
sa skor|1255?
sa skya|1255?
sa skyes|1256
sa skyong|1256?
sa skyong dbang po|1256?
sa skyob|1256?
sa bskos|1256?
sa khams|1256?
sa khu|1256?
sa khong|1256?
sa khyad|1256?
sa khyab|1256?
sa khyon|1256?
sa khra|1256?
sa khra bo|1256?
sa khral|1256?
sa khri|1256?
sa mkhan|1256?
sa mkhar|1256?
sa ga|1256?
sa ga skyes|1256?
sa ga ma|1256?
sa ga'i zla ba|1256?
sa gas nya ba|1256?
sa gyong|1256?
sa dga'|1256?
sa dgra|1256?
sa mgon|1256?
sa 'gul|1256?
sa 'gro|1256?
sa sgong|1256?
sa sgre|1256?
sa sgrog|1256?
sa brgyad|1256?
sa ngos|1257
sa sngon|1257?
sa bcad|1257?
sa bcu|1257?
sa bcu pa|1257?
sa bcud|1257?
sa bcu'i dbang phyug|1257?
sa cha|1257?
sa chen po|1257?
sa mchog|1257?
sa mchod ma|1257?
sa 'chag khungs myul|1257?
sa 'ching|1257?
sa 'jo|1257?
sa 'joms|1257?
sa rji ga|1257?
sa snying khu|1257?
sa gtam pa|1257?
sa rten|1257?
sa stan|1257?
sa steng|1257?
sa stong|1257?
sa stobs|1257?
sa stobs mig|1257?
sa thams cad dbang pa|1257?
sa thal|1257?
sa thul|1257?
sa thel nag pa|1257?
sa mthil|1257?
sa dang po|1257?
sa dug|1257?
sa do|1257?
sa dong|1257?
sa dra|1257?
sa bdag|1257?
sa bdag khyim|1257?
sa mda'|1257?
sa mda' chu sgro ma|1257?
sa rde|1258
sa rdo|1258?
sa rdog|1258?
sa ldan|1258?
sa sde|1258?
sa nag po|1258?
sa gnas|1258?
sa gnod sbyin|1258?
sa gnon pa|1258?
sa rnam|1258?
sa sna lnga|1258?
sa snod|1258?
sa pa|1258?
sa pa ka|1263
sa pag|1263?
sa paN|1263?
sa dpyad|1263?
sa spyod|1263?
sa spyod ma|1263?
sa phug|1263?
sa phung|1263?
sa phur bu|1263?
sa phyogs|1263?
sa phra rabs can|1263?
sa bon|1263?
sa bon skyed|1263?
sa bon skyed ma|1263?
sa bon nyams|1263?
sa bon mdzod|1263?
sa bon rul pa|1263?
sa bla|1263?
sa dbang|1263?
sa 'bol|1263?
sa 'byed|1263?
sa 'bri|1263?
sa ma rdo|1263?
sa ma la|1263?
sa man te gsum|1259?
sa mal|1259?
sa mi gsod|1259?
sa min|1259?
sa mu tsa ya|1259?
sa mos|1259?
sa dmar|1260
sa smug|1260?
sa tsi|1260?
sa gtsang|1260?
sa tshur|1260?
sa mtshams|1260?
sa 'tsho|1260?
sa 'tsho skyes|1260?
sa 'tsho 'dab|1260?
sa 'tsho ma|1260?
sa 'tsho'i bu mo|1260?
sa 'dzin|1260?
sa 'dzin dkar po|1260?
sa 'dzin skyes|1260?
sa 'dzin dbang po|1260?
sa rdzi ka|1260?
sa zhag|1260?
sa gzhi|1260?
sa gzhi skyong|1260?
sa gzhi ngan pa|1260?
sa gzhi 'dzin|1260?
sa gzhi bzang po|1261
sa zla|1261?
sa zla'i lhun po|1261?
sa bzang po|1261?
sa 'og|1261?
sa 'og sde|1261?
sa 'og phreng ba|1261?
sa ya|1261?
sa yangs pa|1261?
sa yab|1261?
sa yi thig le 'dzin|1261?
sa yi gdu pa|1261?
sa yi 'dab|1261?
sa yi rna ba|1261?
sa yi 'phung byed nag mo|1261?
sa yi byi lam|1261?
sa yi g.yag rgod|1261?
sa yi sang ga|1261?
sa yi lha|1261?
sa yi lha mo|1261?
sa g.yos|1262
sa ra na|1262?
sa ra la|1262?
sa ra so ri|1262?
sa ra ha pa|1262?
sa rang|1262?
sa rab|1262?
sa ri|1262?
sa ri ta|1262?
sa rig pa|1262?
sa rim|1262?
sa reg|1262?
sa reng ldan|1262?
sa ro ru ha|1262?
sa rlangs|1262?
sa rlog|1262?
sa la|1262?
sa la skyes|1262?
sa la 'khyog|1262?
sa la sgra sgrogs|1262?
sa las 'byung|1262?
sa lim|1262?
sa lu|1262?
sa lud nyal|1262?
sa lus|1262?
sa le sbram|1262?
sa leb|1262?
sa gshin pa|1262?
sa srung ma|1262?
sa sros|1262?
sa slog|1262?
sa gsum|1262?
sa ha ka ra|1262?
sa he bhe thar|1264?
sag|1264?
sag bdag ris|1264?
sag bdar|1264?
sag pa|1264?
sag ram rtsi|1264?
sag ri|1264?
sag sig|1264?
sang|1264?
sang g+ha|1264?
sang gha|1264?
sang nge|1265
sang nub|1265?
sang phod|1265?
sang ba|1265?
sang sbad|1265?
sang sbyin|1265?
sang ras|1265?
sang sang|1265?
sang seng|1265?
sangs|1265?
sangs rgyas|1265?
sangs rgyas kyi zhing|1265?
sangs rgyas kyi zhing sna tshogs nas 'dus pa|1265?
sangs rgyas dkon mchog|1265?
sangs rgyas sku gzugs|1265?
sangs rgyas can 'khrungs lha mo|1266?
sangs rgyas gnyis pa|1266?
sangs rgyas bstan pa|1266?
sangs rgyas thod pa'i rgyud|1266?
sangs rgyas pa|1266?
sangs rgyas spyi'i ma|1266?
sangs rgyas sbas pa'i mgon po|1266?
sangs rgyas rab bdun|1266?
sangs rgyas lha mo|1266?
sangs pa|1266?
sangs po|1266?
sangs spyan|1266?
sad|1266?
sad khom|1266?
sad mda'|1266?
sad mi mi bdun|1266?
sad sud|1267
sab sob|1267?
sam kri ta'i skad|1267?
sam Ta|1267?
sam dal|1267?
sam bha ri|1267?
sam b+ho Ta|1267?
sam sum|1267?
sa'i khams|1267?
sa'i gong ba|1267?
sa'i rgya byin|1267?
sa'i snying po|1267?
sa'i gdu bu|1267?
sa'i dbang phyug|1267?
sa'i zla ba|1267?
sar|1267?
sar pa|1267?
sar sor|1267?
sal bab|1267?
sal le ba|1267?
sas|1267?
sA ga ra|1267?
sA tstsha|1267?
sA ra|1267?
sA la'i ljon pa|1267?
sA lu ljang pa'i mdo|1267?
si|1267?
si gla|1267?
si ta'i bdag|1268?
si tu|1268?
si tha|1268?
si ra|1268?
si ri|1268?
si ri 'bu|1268?
si ril|1268?
si la|1268?
si li ma|1268?
si li li|1268?
si hla|1268?
sig pa|1268?
sig bu|1268?
sing skyur|1268?
sing ga la'i gling|1268?
sing ge|1268?
sing nge ba|1268?
sing pa|1268?
sing ba|1268?
sing bu|1268?
sing tshol|1268?
sing yol|1268?
sing ri|1269
sing sing|1269?
sings po|1269?
sid pa|1269?
sin du gi ri|1269?
sin dhar|1269?
sin d+hu|1269?
sin dhu|1269?
sib pa|1269?
sib bi|1269?
sib bu|1269?
sim pa|1269?
sim byid|1269?
sil|1269?
sil sgrog|1269?
sil bu|1269?
sil ma|1269?
sil sil|1270
sI ta|1270?
su|1270?
su gi|1270?
su ta ya|1270?
su ta ri|1270?
su bar ta|1270?
su mi|1270?
su me tho|1270?
su ru phan tsha|1270?
su lu|1270?
su su|1270?
sug|1271
sug pa|1271?
sug pa skyes|1271?
sug po|1271?
sug rmel|1271?
sug sug rgod|1271?
sud pa|1271?
sun|1271?
sun khyud|1271?
sun pa|1271?
sun par 'byin pa|1271?
sun ma|1271?
sub pa|1272
sub sub|1272?
sum|1272?
sum cu tig|1272?
sum cu pa|1272?
sum rtags|1272?
sum mdo|1272?
sum pa|1272?
sum pa mkhan po|1272?
sum rtsen|1272?
sur phan|1272?
sur ya|1272?
sur sur|1272?
sul|1272?
sul can|1272?
sul ma|1272?
sul mal|1273
sus|1273?
sus pa|1273?
se|1273?
se khra ma|1273?
se khrom|1273?
se gol|1273?
se rgod|1273?
se chen chos rje|1273?
se ta rog po|1273?
se dri|1273?
se bdud|1273?
se rdur|1273?
se ba|1273?
se ba rang rta|1273?
se ban nas pa|1273?
se bo|1273?
se bya|1273?
se 'bu|1273?
se 'bru|1273?
se 'brog|1273?
se mo|1274
se mog|1274?
se dmar|1274?
se yab|1274?
se yo re ba|1274?
se ra|1274?
se rag dur sman|1274?
se rul|1274?
se rel|1274?
se lo sa phyags|1274?
se shar re ba|1274?
se shing|1274?
se se|1274?
seg|1274?
seg bya|1274?
seg ma|1274?
segs can|1274?
seng|1274?
seng dkar gsang ba|1274?
seng ge|1274?
seng ge skrod|1275
seng ge can|1275?
seng ge 'jigs med|1275?
seng ge mo'i bu|1275?
seng ge rtsen|1275?
seng ge bzang po|1275?
seng ge'i khri|1275?
seng ge'i sgra|1275?
seng ge'i rtsal|1275?
seng ge'i ral pa|1275?
seng ge'i rigs|1275?
seng ge'i shing rta ma|1275?
seng ges zhus pa'i mdo|1275?
seng lcam dkar mo'i nu zho|1275?
seng ldang|1275?
seng ldeng|1275?
seng ldeng ngan ma|1275?
seng ldeng ldan|1275?
seng ba|1276
seng shang|1276?
seng shing|1276?
seng shor|1276?
sed|1276?
sen dha pa|1276?
sen mo|1276?
sen mo'i gar|1276?
seb|1276?
sem me|1276?
sems|1276?
sems kyi longs spyod|1276?
sems skyed pa|1277
sems skyo|1277?
sems bskyed|1277?
sems khong chud|1277?
sems mkhan|1277?
sems 'khyog po|1277?
sems 'khral|1277?
sems dga' dgu ba|1277?
sems can|1277?
sems can dang ldan pa|1277?
sems chags pa|1277?
sems 'ja' phab nas smras pa|1277?
sems nyid|1277?
sems snyoms|1277?
sems rten|1278
sems thebs pa|1278?
sems bde|1278?
sems sdug|1278?
sems nad|1278?
sems snum pa|1278?
sems pa|1278?
sems pa can|1278?
sems dpa'|1278?
sems dpa' chen po|1278?
sems phyos pa|1278?
sems bem po|1278?
sems blong blong po|1278?
sems ma bde|1278?
sems mang|1278?
sems mi dga' ba|1278?
sems mi gnas pa|1278?
sems tsam pa'i grub mtha'|1279
sems 'tsher|1279?
sems gzhan|1279?
sems yangs pa|1279?
sems g.yeng ba|1279?
sems las|1279?
sems shes khyim|1279?
sems shes pa|1279?
sems gso|1279?
se'u|1279?
ser|1279?
ser ka|1279?
ser ske|1279?
ser skya|1279?
ser skya ma|1279?
ser kha|1279?
ser khyim pa|1279?
ser khral|1279?
ser ga ma|1279?
ser gos|1279?
ser can|1279?
ser che|1279?
ser nag ma|1279?
ser sna|1280
ser sna can|1280?
ser po|1280?
ser 'phreng|1280?
ser ba|1280?
ser bu|1280?
ser ma|1280?
ser mo|1280?
ser rtsa'i gos|1280?
ser tshur|1280?
sel|1280?
sel dga'|1280?
sel ba|1280?
sel zer can|1280?
so|1281
so dkar|1281?
so skyag|1281?
so kha'i mkhar bu|1281?
so khrab|1281?
so khri btsan po|1281?
so ga|1282
so gos|1282?
so gri|1282?
so 'grig pa|1282?
so sgo|1282?
so sgra|1282?
so sgrib|1282?
so can|1282?
so cha|1282?
so 'ching|1282?
so gnyis pa|1282?
so to rog po|1282?
so sto ba|1282?
so thag|1282?
so dreg|1282?
so ldan|1282?
so nams|1282?
so pa|1282?
so pa ra|1282?
so phag|1282?
so ba|1282?
so bud|1282?
so bya|1282?
so brad byed|1282?
so ma|1282?
so ma na tha|1282?
so ma ra rtsa|1282?
so mang|1282?
so mi bsod|1282?
so rtsam|1282?
so rtsi|1282?
so tshis|1282?
so 'dzin|1282?
so zho|1282?
so bzhi pa|1282?
so zur gnub|1282?
so zed|1282?
so zos kyang|1282?
so ral|1282?
so ras|1282?
so lug|1282?
so le|1282?
so le sdong|1282?
so log|1283
so shing|1283?
so so|1283?
so so 'gro|1283?
so so cha|1283?
so sor skye bo|1283?
so sor 'khrul|1283?
so sor go bar byed|1283?
so sor gyur|1283?
so sor 'gog|1283?
so sor nges pa|1283?
so sor bcoms|1283?
so sor 'ching|1283?
so sor 'joms|1283?
so sor nyin byed|1283?
so sor mnyan|1283?
so sor rtogs pa|1283?
so sor thar pa|1283?
so sor thob pa|1283?
so sor sdud|1283?
so sor gnas|1283?
so sor snang ba|1283?
so sor spang ba|1284
so sor 'bad|1284?
so sor smra ba|1284?
so sor 'dzin|1284?
so sor bzhag pa|1284?
so sor bzhes|1284?
so sor zas|1284?
so sor rang rig pa|1284?
so sor bshags pa|1284?
so sor bshad|1284?
so sor gsal ba|1284?
so srub|1284?
so hrub|1284?
sog|1284?
sog kha pa|1284?
sog chu|1284?
sog 'jog|1284?
sog pa|1284?
sog po|1284?
sog ma|1284?
sog le|1284?
sog le rgyab|1284?
sog le sgrib|1284?
sog le'i sems ldan ma|1284?
sogs|1285
song ba|1285?
son|1285?
son pa|1285?
sob|1285?
sob khra|1285?
som|1285?
som nyi|1285?
so'u gan dhi ka|1285?
sor|1285?
sor mo|1285?
sol mdud|1285?
sol nag thang po|1285?
sol po|1285?
sol ba|1286
sos|1286?
sos ka|1286?
sos ka bzhad|1286?
sos dal|1286?
sos gdal|1286?
sos zin|1286?
swa|1286?
sra|1286?
sra brkyang 'ding|1286?
sra ba|1286?
sra 'bras|1286?
sra rtsi|1286?
sra sra|1286?
srag pa|1286?
srag shul|1286?
srang|1287
srang cha|1287?
srang nang|1287?
srang ba|1287?
srad|1287?
srad bu|1287?
srad ma|1287?
sran pa|1287?
sran ma|1287?
srab|1287?
srab pa|1287?
srab mo|1287?
srab srib|1288
sram|1288?
srar|1288?
sras|1288?
sri|1288?
sring ka ta ka|1288?
sring ba|1288?
sring mo|1288?
srid|1289
srid sgrib shing|1289?
srid sgrub|1289?
srid sgrub ma|1289?
srid rje brang dkar|1289?
srid thung|1289?
srid pa|1289?
srid pa 'pho ba'i mdo|1289?
srid pa ma|1289?
srid pa'i sgron me|1289?
srid 'byor|1290
srid zhu|1290?
srid srung gi rig byed|1290?
srid srung 'dzin|1290?
srid srungs|1290?
srin|1290?
srin klad|1290?
srin glang|1290?
srin 'joms|1290?
srin thor|1290?
srin po|1290?
srin po'i rgyal po|1290?
srin po'i gdon|1291
srin phran ma|1291?
srin bal|1291?
srin bal can|1291?
srin bu|1291?
srin bu kwa kwa|1291?
srin bu pad ma|1291?
srin bu me khyer|1291?
srin bu dmar leb|1291?
srin bu'i nad|1291?
srin bya|1292
srin mo|1292?
srin mo mche ba|1292?
srin lag|1292?
srin shing|1292?
srib|1292?
srib pa|1292?
sri'i rgya phibs|1292?
sri'i chu|1292?
sri'u|1292?
sri'u nag|1292?
sril|1292?
sru|1292?
srug pa|1292?
srung skud|1292?
srung mkhan|1293
srung 'khor|1293?
srung mdud|1293?
srung ba|1293?
srung ba pa|1293?
srung bu|1293?
srung byed|1293?
srung ma|1293?
srung mdzad|1293?
srungs pa|1293?
srun pa|1293?
srun po|1293?
srub ka|1293?
srub thag|1293?
srub pa|1293?
srubs|1293?
srubs byed|1293?
srubs ma|1293?
srubs med gos|1293?
srum|1293?
srul po|1293?
srul ba|1293?
srul mo|1293?
srus|1294
srus pa|1294?
sre nag|1294?
sre ba|1294?
sre bo|1294?
sre mo|1294?
sre mog|1294?
sre long|1294?
sreg gnas|1294?
sreg pa|1294?
sreg byed|1294?
sreg blugs|1294?
sreg ma|1294?
sreg rdzas|1294?
sreg za|1294?
sreng|1294?
sred|1294?
sred rgyal ma|1294?
sred ldan|1294?
sred pa|1294?
sred po|1294?
sred med bu|1294?
sred mo|1294?
srel ba|1295
srel bya|1295?
sres|1295?
sro|1295?
sro ba|1295?
sro ma|1295?
sro lo|1295?
sro long|1295?
srog|1295?
srog skyob|1295?
srog khung|1295?
srog gi ka ba|1296
srog gi gnas|1296?
srog gi me tog|1296?
srog can|1296?
srog gcod pa|1296?
srog chags|1296?
srog chags rkang mang|1296?
srog chags ldan|1296?
srog chags phra mo|1296?
srog thag|1296?
srog bdag chen po|1296?
srog 'phrog|1296?
srog med|1296?
srog med dbugs|1296?
srog rtsa|1296?
srog 'tsho ba|1296?
srog rlung|1296?
srog shing|1296?
srong|1296?
srong po|1296?
srong ba|1296?
srong btsan sgam po|1296?
srongs pa|1296?
srod|1297
srod 'khor|1297?
srod 'jing|1297?
srod yol|1297?
srod la rgyu ba|1297?
srod la za|1297?
srod long|1297?
srol|1297?
srol gong pa|1297?
srol rgyun|1297?
srol gtod pa|1297?
srol 'dzin|1297?
srol 'dzug pa|1297?
srol lam|1297?
sros|1298
sla|1298?
sla nga|1298?
slag pa|1298?
slang|1298?
slang kha|1298?
slang dregs|1298?
slang ba|1298?
slad|1298?
slad du|1298?
slad pa|1298?
slad ma|1298?
slad mar|1298?
slad tsha|1298?
slad rol|1298?
slan|1299
slan te|1299?
slan pa|1299?
slab pa|1299?
slab pa'i gzhi bca' ba|1299?
slam pa|1299?
slar|1299?
slar skyes|1299?
slar grib ma|1299?
slar rgol ba|1299?
slar brjod|1299?
slar btang ba|1299?
slar dug|1299?
slar bsdu ba|1299?
slar byas mthun|1299?
slar 'byung|1299?
slar gzugs|1299?
slar yang 'gro|1299?
slas|1299?
sli|1299?
slu khrid|1299?
slu ba|1299?
slu mi mes|1299?
sle|1300
sle tres|1300?
sle po|1300?
sle ba|1300?
sle bo|1300?
sle mig|1300?
sle yon|1300?
sled|1300?
sleb|1300?
sle'u|1300?
slo|1300?
slo ma|1300?
slog pa|1300?
slong|1301
slong phor|1301?
slong mo|1301?
slon pa|1301?
slob khyad|1302
slob grogs|1302?
slob grwa|1302?
slob rgyud|1302?
slob gnyer|1302?
slob pa|1302?
slob dpon|1302?
slob 'bangs|1302?
slob ma|1302?
slob tshig|1302?
slobs|1302?
gsag pa|1302?
gsang|1302?
gsang khang|1302?
gsang sngags|1302?
gsang sngags rgyal|1302?
gsang sngags thig le|1302?
gsang chen|1302?
gsang gtam|1302?
gsang gtor|1302?
gsang bdag|1302?
gsang rdor|1302?
gsang gnas|1302?
gsang spyod|1302?
gsang phu|1302?
gsang ba|1303
gsang ba sgrigs pa|1303?
gsang ba dam pa ma|1303?
gsang ba 'dus pa|1303?
gsang ba pa|1303?
gsang ba spyi'i rgyud|1303?
gsang ba smra|1303?
gsang ba'i 'dres|1303?
gsang ba'i nad|1303?
gsang ba'i bla ma|1303?
gsang bya|1303?
gsang dbang|1303?
gsang tshig|1303?
gsang 'os|1303?
gsad|1304
gsad pa|1304?
gsan pa|1304?
gsab pa|1304?
gsa'|1304?
gsa' yas|1304?
gsar skyes|1304?
gsar stod|1304?
gsar du 'ongs pa|1304?
gsar nas|1304?
gsar pa|1304?
gsar bu|1304?
gsar ma|1304?
gsar 'tshe|1304?
gsar bzos|1304?
gsar slad med pa|1304?
gsal|1304?
gsal kha|1304?
gsal grags|1304?
gsal rgyal|1304?
gsal cha|1304?
gsal chen|1304?
gsal btab pa|1304?
gsal mthong|1304?
gsal ldan|1304?
gsal ldan ma|1304?
gsal gnas|1304?
gsal ba|1305
gsal ba 'od gyi gling|1305?
gsal ba'i sgo|1305?
gsal ba'i sgra|1305?
gsal ba'i nor bu|1305?
gsal ba'i bu mo|1305?
gsal ba'i ma ma|1305?
gsal byed|1305?
gsal ma|1305?
gsal me|1305?
gsal 'dzin|1305?
gsal 'os|1305?
gsal le ba|1305?
gsal shing|1306
gsig pa|1306?
gsing ma|1306?
gsir ba|1306?
gsil pa|1306?
gsil ba|1306?
gsil byed|1306?
gsug|1306?
gsung|1306?
gsung gi bdud rtsi|1306?
gsung gi dbang phyug chen po|1306?
gsung gin|1306?
gsung glegs|1307?
gsung gleng bgyis pa|1307?
gsung bgros|1307?
gsung chos|1307?
gsung mchid|1307?
gsung mchog|1307?
gsung snyan|1307?
gsung mdud|1307?
gsung spros|1307?
gsung ba|1307?
gsung byed|1307?
gsung rab|1307?
gsung rab yan lag bcu gnyis|1307?
gsud pa|1307?
gsum|1307?
gsum sgra|1307?
gsum sngags|1307?
gsum ldan|1307?
gsum ldan dus|1307?
gsum sprul|1307?
gsum rtsen|1307?
gsum brtsegs|1307?
gsum zur|1307?
gsur ma|1308
gsus pa|1308?
gsus pa 'gengs|1308?
gsus pa che|1308?
gsus po che|1308?
gsus 'phyang po|1308?
gsus rdzing can|1308?
gse ba|1308?
gse ru|1308?
gseg brdar|1308?
gseg ma|1308?
gseng|1308?
gseng pa|1308?
gseng po|1308?
gseng ba|1308?
gseng yab|1308?
gsed|1309
gsed pa|1309?
gseb|1309?
gseb lam|1309?
gser|1309?
gser skud|1309?
gser skya|1309?
gser skyems|1309?
gser kha|1309?
gser khang|1309?
gser khri|1309?
gser mkhan|1309?
gser mkhar|1309?
gser gug srang|1309?
gser gyi bka'|1309?
gser gyi skud pa|1309?
gser gyi 'khor lo|1309?
gser gyi dgra|1309?
gser gyi chun po|1309?
gser gyi mchog|1309?
gser gyi nya|1309?
gser gyi 'dab can|1309?
gser gyi sdong po|1309?
gser gyi phud pu|1309?
gser gyi bye ma|1310
gser gyi sbram bu|1310?
gser gyi me tog|1310?
gser gyi mon lhas|1310?
gser gyi gtsug phud can|1310?
gser gyi brtsig|1310?
gser gyi gzugs|1310?
gser gyi 'og pags|1310?
gser gyi ri bdun|1310?
gser gyi ri bo|1310?
gser gyi ril ba|1310?
gser gyi lus|1310?
gser gling|1310?
gser mgar|1310?
gser mgo|1310?
gser 'gyur mkhan|1310?
gser 'gyur rtsi|1310?
gser mngal can|1311
gser can|1311?
gser chu|1311?
gser cho long|1311?
gser tig|1311?
gser tog|1311?
gser thal|1311?
gser thub|1311?
gser gdugs can|1311?
gser mdog|1311?
gser rde nyi ma|1311?
gser rdo|1311?
gser ldan|1311?
gser ldan ma|1311?
gser pa|1311?
gser phud|1311?
gser phur|1311?
gser 'phreng|1311?
gser bu|1311?
gser bye|1311?
gser sbyangs|1311?
gser mig can|1311?
gser ming can|1311?
gser me|1311?
gser dmar po|1312
gser gtso ma|1312?
gser zhal|1312?
gser zhal mjal|1312?
gser zho|1312?
gser gzhung ring mo'i klung|1312?
gser zangs|1312?
gser 'od|1312?
gser yig|1312?
gser shog|1312?
gser sal le sbram|1312?
gser srang|1312?
gser lhad can|1312?
gses|1312?
gso dga' byed|1312?
gso thabs|1312?
gso thig|1312?
gso dpyad|1312?
gso dpyad mkhan|1312?
gso dpyad pa|1312?
gso spyad|1312?
gso ba|1312?
gso ba po|1312?
gso ba'i lha mo|1312?
gso bya|1312?
gso byed|1312?
gso sbyong pa|1313?
gso sbyong 'phags|1313?
gso sbyong ba|1313?
gso tshul|1313?
gso rig|1313?
gsog pa|1313?
gsong|1313?
gsong po|1313?
gsod skyid pa|1313?
gsod gcod|1314
gsod pa|1314?
gsod pa po|1314?
gsod po|1314?
gsod byed|1314?
gsod byed sbyang ki nag po|1314?
gsod lugs|1314?
gsod sa|1314?
gson|1314?
gson pa|1314?
gson ma|1314?
gsob|1314?
gsob pa|1314?
gsom shing|1314?
gsor|1314?
gsor 'dem pa|1314?
gsor ba|1315
gsol|1315?
gsol dkar|1315?
gsol skrum|1315?
gsol kha|1315?
gsol khang|1315?
gsol ngan|1315?
gsol lcog|1315?
gsol chang|1315?
gsol chen|1315?
gsol mchod|1315?
gsol pa|1315?
gsol phogs|1315?
gsol ba|1315?
gsol ras|1315?
gsos pa|1316
gsos ma|1316?
bsag pa|1316?
bsang bu|1316?
bsangs|1316?
bsad pa|1316?
bsab pa|1316?
bsam|1316?
bsam gyis mi khyab pa las 'das pa|1316?
bsam gyis mi khyab pa'i rgyal po'i mdo|1316?
bsam gtan|1317
bsam gtan khang bu|1317?
bsam gtan phyi ma'i rgyud|1317?
bsam gtan byed pa|1317?
bsam don 'grub|1317?
bsam mno|1317?
bsam pa|1317?
bsam pa mngon phyogs|1317?
bsam pa yangs pa|1317?
bsam pa'i stobs|1317?
bsam 'phel ljon dbang|1317?
bsam 'phel ma ma|1317?
bsam bya|1317?
bsam bya mtshungs pa|1317?
bsam blo thengs pa|1317?
bsam sbyor|1317?
bsam shes|1317?
bsam bse'u|1317?
bsa'|1317?
bsar ba|1317?
bsal ba|1317?
bsal tshags|1317?
bsig pa|1317?
bsid pa|1318?
bsir ba|1318?
bsil khang|1318?
bsil grib|1318?
bsil 'thung|1318?
bsil gdugs|1318?
bsil ldan|1318?
bsil ldan 'tsho byed|1318?
bsil ldan sa la'i sman ljong|1318?
bsil ba|1318?
bsil ba 'dzin|1318?
bsil ba gsum|1318?
bsil ba'i 'od zer|1318?
bsil bu|1318?
